155;26;1;0.2754867346957326
155;26;1;0.28090713871642947
155;26;1;0.2803272078745067
1100;26;1;13.581198750063777
1100;26;1;13.086192096117884
1100;26;1;13.52125617209822
155;26;2;0.14624748704954982
155;26;2;0.14568283408880234
155;26;2;0.14727767510339618
1100;26;2;6.715058105997741
1100;26;2;6.659422771073878
1100;26;2;6.668432522099465
155;26;4;0.08644975069910288
155;26;4;0.08615949330851436
155;26;4;0.0845601730979979
1100;26;4;3.3454007138498127
1100;26;4;3.3702298761345446
1100;26;4;3.330042243003845
155;26;8;0.06829924089834094
155;26;8;0.0686703366227448
155;26;8;0.06819683639332652
1100;26;8;1.695227786898613
1100;26;8;1.700141616165638
1100;26;8;1.699500841088593
155;26;16;0.07355076679959893
155;26;16;0.07322842022404075
155;26;16;0.07365978602319956
1100;26;16;0.9010083652101457
1100;26;16;0.9092591991648078
1100;26;16;0.8940998218022287
155;26;24;0.08477571280673146
155;26;24;0.08651266433298588
155;26;24;0.0842236252501607
1100;26;24;0.6557944170199335
1100;26;24;0.6639124462381005
